Finished,Extraversion,Observant,Thinking,Judging,Age,Gender,education,Major,way of watching movies,subscription,Frequency,number of movies,Reasons,With whom,factors,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary
TRUE,45,45,43,47,,Male,bachelor,engineering and techonology,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"relaxing,funny",With friends,"Actor/actress,genres,previews",like,neither like nor dislike,dislike,like,Strongly like,like,dislike,dislike,Strongly like
TRUE,49,26,65,40,20,Female,bachelor,business-related,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,genres,previews",neither like nor dislike,Strongly like,Strongly like,neither like nor dislike,like,like,Strongly dislike,like,dislike
TRUE,56,51,44,58,24,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,director,comments of other audience",like,like,like,like,like,like,like,like,like
TRUE,29,54,53,49,21,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",alone,"Actor/actress,director,genres",neither like nor dislike,like,neither like nor dislike,Strongly like,Strongly like,Strongly like,Strongly dislike,Strongly like,neither like nor dislike
TRUE,33,67,26,17,20,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,previews,comments of other audience",dislike,dislike,like,Strongly like,like,neither like nor dislike,Strongly dislike,dislike,like
TRUE,68,51,71,71,22,Male,high school or below,science and math-related,on mobile devices at home or other places,Yes,6-10 times a year,21-40,relaxing,With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,Strongly dislike,dislike,Strongly dislike,neither like nor dislike,like,like,neither like nor dislike,dislike
TRUE,32,60,37,58,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Never,6-10 times a year,0-20,"Entertaining,relaxing,funny",alone,"advertisements,genres,previews",Strongly like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,Strongly like,Strongly dislike,Strongly like,dislike
TRUE,43,46,62,69,19,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,relaxing,With friends,"Actor/actress,genres,comments of other audience",like,like,like,like,like,like,like,like,like
TRUE,64,71,76,74,20,Female,bachelor,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,educating",With friends,"genres,previews,comments of other audience",like,like,like,like,neither like nor dislike,like,like,like,like
TRUE,37,58,57,57,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,over 40,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,previews",dislike,Strongly like,like,like,neither like nor dislike,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,45,44,53,65,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing",With friends,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,like,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike
TRUE,56,54,46,61,21,Female,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,relaxing,with family,"Actor/actress,director,advertisements",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,60,16,28,44,19,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",with family,"Actor/actress,director,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,like
TRUE,41,64,80,71,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,6-10 times a year,21-40,funny,With friends,"Actor/actress,advertisements,genres",dislike,like,like,like,neither like nor dislike,Strongly like,like,like,like
TRUE,49,59,59,54,19,Female,high school or below,engineering and techonology,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,previews,comments of other audience",dislike,like,neither like nor dislike,like,neither like nor dislike,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,100,100,100,100,19,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,advertisements",Strongly like,Strongly like,neither like nor dislike,Strongly like,Strongly like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,48,39,43,28,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,express my feelings",with family,"genres,previews,comments of other audience",neither like nor dislike,like,neither like nor dislike,like,neither like nor dislike,Strongly like,neither like nor dislike,like,neither like nor dislike
TRUE,38,32,52,24,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,neither like nor dislike,Strongly like,dislike,Strongly like,dislike,dislike,neither like nor dislike
TRUE,52,51,54,53,20,Male,bachelor,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,56,52,60,82,20,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,educating",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,Strongly like,Strongly like,like,dislike,like
TRUE,56,58,53,59,,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"Entertaining,funny",With friends,"advertisements,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,like,like,like,like,neither like nor dislike
TRUE,45,58,37,51,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Never,6-10 times a year,0-20,"relaxing,express my feelings",with family,"Actor/actress,director,comments of other audience",like,like,like,Strongly like,neither like nor dislike,Strongly like,Strongly dislike,like,neither like nor dislike
TRUE,51,59,61,61,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",like,like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike,dislike
TRUE,37,48,45,40,21,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,advertisements,comments of other audience",Strongly dislike,Strongly dislike,dislike,Strongly dislike,like,like,Strongly dislike,Strongly dislike,dislike
TRUE,53,30,43,31,20,Female,bachelor,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,express my feelings",With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,like,like,Strongly dislike,like,neither like nor dislike
TRUE,53,30,43,31,20,Female,bachelor,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,express my feelings",With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,neither like nor dislike,like,Strongly like,like,like,Strongly dislike,like,like
TRUE,60,45,52,35,,Female,bachelor,engineering and techonology,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"relaxing,funny,educating",With friends,"director,genres,comments of other audience",dislike,neither like nor dislike,neither like nor dislike,Strongly like,dislike,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,41,40,52,42,21,Female,bachelor,arts-related,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",with family,"Actor/actress,genres,previews",neither like nor dislike,like,Strongly like,like,like,Strongly like,Strongly like,Strongly like,neither like nor dislike
TRUE,89,89,44,53,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,more than 10 times a year,over 40,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,genres",like,like,neither like nor dislike,Strongly like,neither like nor dislike,like,Strongly like,dislike,dislike
TRUE,57,59,29,75,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"genres,previews,comments of other audience",Strongly like,Strongly like,Strongly like,Strongly like,dislike,Strongly like,dislike,Strongly like,dislike
TRUE,53,51,48,52,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,funny",with family,"advertisements,genres,comments of other audience",Strongly dislike,dislike,like,like,like,like,like,like,like
TRUE,49,55,47,54,25,Male,high school or below,science and math-related,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",with family,"Actor/actress,director,advertisements",dislike,Strongly dislike,dislike,Strongly dislike,Strongly dislike,Strongly dislike,dislike,dislike,neither like nor dislike
TRUE,45,60,46,56,20,Male,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,express my feelings,alone,"director,genres,comments of other audience",neither like nor dislike,like,neither like nor dislike,like,like,like,like,like,like
TRUE,51,37,54,75,20,Female,master or above,engineering and techonology,Go to cinema or theatres,Yes,more than 10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,advertisements",neither like nor dislike,like,Strongly dislike,Strongly dislike,Strongly dislike,Strongly like,Strongly like,dislike,neither like nor dislike
TRUE,14,59,48,35,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,genres",neither like nor dislike,like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike
TRUE,31,34,66,60,22,Male,bachelor,science and math-related,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",with boyfriend/girlfriend,"Actor/actress,genres,previews",neither like nor dislike,Strongly like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,dislike,Strongly like,neither like nor dislike
TRUE,70,38,25,44,21,Female,high school or below,engineering and techonology,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"Actor/actress,advertisements,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,53,49,46,51,,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,educating",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,like,like,like
TRUE,54,45,46,67,23,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,like,like,like,like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike
TRUE,50,67,57,63,23,Female,bachelor,arts-related,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,advertisements,previews",Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like,Strongly like
TRUE,46,56,32,54,24,Male,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,over 40,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,director,genres",neither like nor dislike,neither like nor dislike,like,Strongly like,like,Strongly like,dislike,Strongly like,Strongly like
TRUE,52,49,53,56,25,Female,bachelor,arts-related,on mobile devices at home or other places,Yes,6-10 times a year,0-20,Entertaining,With friends,"Actor/actress,director,previews",neither like nor dislike,like,neither like nor dislike,dislike,Strongly dislike,dislike,dislike,Strongly dislike,like
TRUE,42,29,54,56,24,Female,master or above,engineering and techonology,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing",With friends,"Actor/actress,director,genres",neither like nor dislike,dislike,like,Strongly like,neither like nor dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,52,51,40,54,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,dislike,like,dislike,like,dislike
TRUE,61,46,32,64,23,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,0-20,relaxing,With friends,"director,genres,comments of other audience",like,neither like nor dislike,neither like nor dislike,Strongly like,like,like,like,like,like
TRUE,29,56,33,67,18,Female,bachelor,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"relaxing,educating",with family,"director,advertisements,genres",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,48,51,41,69,24,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,0-20,"Entertaining,relaxing,educating",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",like,like,like,Strongly like,neither like nor dislike,Strongly like,dislike,Strongly like,like
TRUE,21,63,30,78,23,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,previews,comments of other audience",dislike,dislike,like,like,like,like,dislike,dislike,Strongly like
TRUE,56,38,30,83,23,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,comments of other audience",Strongly like,Strongly like,neither like nor dislike,Strongly like,like,like,Strongly like,like,neither like nor dislike
TRUE,39,17,79,44,22,Non-binary / third gender,master or above,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,"Entertaining,relaxing,express my feelings",alone,"Actor/actress,director,comments of other audience",neither like nor dislike,dislike,Strongly like,neither like nor dislike,like,like,like,Strongly like,dislike
TRUE,91,40,40,50,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,educating",With friends,"Actor/actress,previews,comments of other audience",Strongly like,Strongly like,like,Strongly like,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,neither like nor dislike
TRUE,31,63,37,43,23,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,over 40,"Entertaining,relaxing",alone,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,dislike,neither like nor dislike,Strongly like,Strongly like,dislike
TRUE,53,32,57,35,24,Male,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,advertisements,genres",like,Strongly like,neither like nor dislike,dislike,dislike,Strongly like,Strongly like,Strongly like,Strongly dislike
TRUE,46,59,52,49,23,Female,master or above,arts-related,Go to cinema or theatres,Never,fewer than 5 times a year,21-40,"relaxing,funny",with family,"Actor/actress,genres,previews",dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,50,52,50,50,23,Male,master or above,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,relaxing,with boyfriend/girlfriend,"Actor/actress,director,comments of other audience",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly like,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,55,52,51,58,23,Female,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny",With friends,"advertisements,genres,previews",like,like,like,like,like,like,dislike,Strongly like,like
TRUE,55,62,46,56,24,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,21-40,"Entertaining,educating",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",neither like nor dislike,like,like,like,neither like nor dislike,dislike,dislike,neither like nor dislike,like
TRUE,46,19,65,81,23,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,more than 10 times a year,21-40,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,director,genres",neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,like,Strongly dislike,neither like nor dislike,like
TRUE,47,44,32,75,24,Female,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,educating",With friends,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,like,Strongly dislike,Strongly like,like
TRUE,21,66,53,47,23,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",with family,"Actor/actress,previews,comments of other audience",like,like,like,like,like,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,27,59,34,60,24,Female,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"advertisements,genres,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,dislike,neither like nor dislike,Strongly dislike,neither like nor dislike,dislike
TRUE,55,56,47,49,20,Male,high school or below,science and math-related,on mobile devices at home or other places,Yes,6-10 times a year,0-20,Entertaining,With friends,"advertisements,previews,comments of other audience",neither like nor dislike,dislike,like,like,neither like nor dislike,neither like nor dislike,dislike,like,like
TRUE,60,44,43,22,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,educating",With friends,"Actor/actress,previews,comments of other audience",Strongly like,Strongly like,neither like nor dislike,Strongly like,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,neither like nor dislike
TRUE,54,49,75,71,,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,more than 10 times a year,over 40,"Entertaining,relaxing",With friends,"director,genres,previews",neither like nor dislike,neither like nor dislike,dislike,dislike,dislike,neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike
TRUE,64,63,67,69,24,Male,master or above,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,funny,with family,"director,advertisements,genres",neither like nor dislike,like,like,like,like,neither like nor dislike,like,like,like
TRUE,63,51,75,54,23,Female,master or above,literature language and social sciences,Go to cinema or theatres,Never,6-10 times a year,0-20,relaxing,with boyfriend/girlfriend,"Actor/actress,previews,comments of other audience",dislike,dislike,dislike,like,Strongly dislike,like,dislike,Strongly dislike,dislike
TRUE,59,52,57,51,20,Female,bachelor,engineering and techonology,Go to cinema or theatres,Never,6-10 times a year,21-40,"relaxing,funny,express my feelings",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,like,neither like nor dislike,dislike,neither like nor dislike
TRUE,43,51,40,57,30,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,Entertaining,With friends,"Actor/actress,previews,comments of other audience",like,like,Strongly like,Strongly like,neither like nor dislike,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,54,49,43,61,23,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,express my feelings,educating",With friends,"Actor/actress,genres,previews",like,like,like,like,like,like,like,like,like
TRUE,41,49,48,58,18,Male,bachelor,engineering and techonology,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,previews",like,Strongly like,like,like,neither like nor dislike,Strongly like,like,like,neither like nor dislike
TRUE,24,66,70,46,23,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,"funny,express my feelings,educating",with boyfriend/girlfriend,"Actor/actress,genres,comments of other audience",neither like nor dislike,dislike,dislike,like,like,like,Strongly dislike,neither like nor dislike,like
TRUE,79,69,34,82,23,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,relaxing,With friends,"advertisements,previews,comments of other audience",like,like,like,like,like,Strongly like,like,like,dislike
TRUE,48,49,49,53,20,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,Entertaining,with boyfriend/girlfriend,"Actor/actress,advertisements,previews",dislike,like,Strongly dislike,dislike,neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike
TRUE,46,42,46,37,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,dislike,dislike,Strongly dislike,neither like nor dislike
TRUE,42,50,50,49,22,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,relaxing,With friends,"Actor/actress,director,comments of other audience",neither like nor dislike,neither like nor dislike,like,like,dislike,like,neither like nor dislike,like,neither like nor dislike
TRUE,49,64,53,58,24,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike
TRUE,61,60,61,53,23,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,"relaxing,funny",With friends,"Actor/actress,director,genres",dislike,neither like nor dislike,neither like nor dislike,like,dislike,like,like,dislike,Strongly dislike
TRUE,25,22,30,36,21,Male,bachelor,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,47,53,50,50,20,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,funny,With friends,"Actor/actress,director,advertisements",neither like nor dislike,Strongly dislike,neither like nor dislike,Strongly dislike,like,neither like nor dislike,like,dislike,neither like nor dislike
TRUE,43,57,55,57,22,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",Strongly dislike,dislike,Strongly dislike,neither like nor dislike,neither like nor dislike,Strongly dislike,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,71,31,39,33,21,Male,high school or below,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"advertisements,previews,comments of other audience",neither like nor dislike,Strongly like,like,Strongly like,neither like nor dislike,Strongly like,dislike,neither like nor dislike,neither like nor dislike
TRUE,41,50,45,51,19,Male,bachelor,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,express my feelings,With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,Strongly dislike,like,Strongly dislike,like,Strongly dislike,Strongly like,Strongly dislike
TRUE,34,64,65,54,32,Female,master or above,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,express my feelings",with family,"director,genres,comments of other audience",like,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,like
TRUE,70,37,48,63,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,Entertaining,With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,neither like nor dislike,like
TRUE,57,38,15,40,27,Female,master or above,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"relaxing,funny",with family,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,like,Strongly like,neither like nor dislike,like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,41,50,54,43,25,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,6-10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"genres,previews,comments of other audience",dislike,like,like,like,like,like,like,like,like
TRUE,48,52,34,63,24,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,dislike,dislike,like
TRUE,38,60,44,33,23,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",like,like,like,like,neither like nor dislike,Strongly like,dislike,Strongly like,neither like nor dislike
TRUE,53,54,49,51,23,Female,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",With friends,"Actor/actress,advertisements,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike
TRUE,55,46,82,65,24,Female,master or above,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,advertisements",Strongly dislike,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,neither like nor dislike
TRUE,49,58,46,49,23,Female,master or above,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,educating",With friends,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,Strongly dislike,neither like nor dislike,neither like nor dislike
TRUE,61,48,57,45,22,Male,master or above,arts-related,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with family,"Actor/actress,director,genres",neither like nor dislike,neither like nor dislike,like,like,like,like,like,like,neither like nor dislike
TRUE,47,51,49,53,23,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Yes,more than 10 times a year,over 40,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,like,like,neither like nor dislike,Strongly like,like,Strongly like,like
TRUE,82,55,46,79,33,Female,master or above,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,express my feelings",with family,"Actor/actress,genres,comments of other audience",like,Strongly like,like,neither like nor dislike,neither like nor dislike,Strongly like,Strongly dislike,Strongly like,like
TRUE,41,59,49,75,100,Female,bachelor,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,previews,comments of other audience",dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,57,34,25,39,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,previews",neither like nor dislike,like,like,Strongly like,neither like nor dislike,like,neither like nor dislike,dislike,dislike
